Symbol,Symbol,Price~,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int","OI Chg",IV,Time
SPY|20230926|431.00P,SPY,425.58,Put,431,2023-09-26,0,5.63,5.69,5.74,5.62,13176,12600,"+7,510",14.23%,"15:19 ET"
SPY|20240119|500.00C,SPY,425.58,Call,500,2024-01-19,115,0.2,0.21,0.21,0.21,923,24687,"+7,305",12.53%,"15:11 ET"
IWM|20231020|170.00P,IWM,174.7,Put,170,2023-10-20,24,1.9,1.91,1.92,1.91,21713,51550,"+7,136",22.32%,"15:18 ET"
QQQ|20230929|355.00P,QQQ,353.65,Put,355,2023-09-29,3,3.94,3.95,3.95,3.95,36397,33541,"+6,953",25.51%,"15:19 ET"
SQQQ|20230929|20.50C,SQQQ,21.21,Call,20.5,2023-09-29,3,0.99,1,1.01,0.99,16680,18412,"+6,915",73.53%,"15:19 ET"
SPY|20230926|426.00P,SPY,425.58,Put,426,2023-09-26,0,0.89,0.91,0.92,0.92,347318,9313,"+6,774",5.77%,"15:20 ET"
LQD|20231020|101.00P,LQD,102.56,Put,101,2023-10-20,24,0.52,0.53,0.53,0.52,6041,8361,"+6,697",11.41%,"15:15 ET"
SPY|20231006|420.00P,SPY,425.58,Put,420,2023-10-06,10,2.96,2.97,2.97,2.96,20077,42524,"+6,619",19.15%,"15:19 ET"
IWM|20231020|185.00C,IWM,174.7,Call,185,2023-10-20,24,0.52,0.53,0.53,0.52,17715,60767,"+6,496",18.51%,"15:19 ET"
IWM|20231020|168.00P,IWM,174.7,Put,168,2023-10-20,24,1.44,1.44,1.45,1.44,14515,18836,"+6,461",22.96%,"15:18 ET"
HYG|20231215|75.00C,HYG,73.59,Call,75,2023-12-15,80,0.25,0.29,0.32,0.27,2817,89857,"+6,203",4.30%,"15:00 ET"
SPY|20231013|400.00P,SPY,425.58,Put,400,2023-10-13,17,0.99,1,1.01,1,6547,13273,"+6,113",23.08%,"15:19 ET"
GLD|20230929|176.00P,GLD,176.29,Put,176,2023-09-29,3,0.65,0.67,0.68,0.67,2406,9348,"+6,108",13.34%,"15:10 ET"
QQQ|20240119|275.00P,QQQ,353.65,Put,275,2024-01-19,115,1.6,1.61,1.61,1.54,716,25100,"+6,001",31.67%,"14:36 ET"
QQQ|20230926|358.00P,QQQ,353.65,Put,358,2023-09-26,0,4.36,4.4,4.43,4.47,25907,11894,"+5,958",13.82%,"15:18 ET"
QQQ|20230926|355.00P,QQQ,353.65,Put,355,2023-09-26,0,1.42,1.44,1.46,1.45,163952,8096,"+5,926",6.40%,"15:19 ET"
SPY|20231117|425.00P,SPY,425.58,Put,425,2023-11-17,52,9.38,9.39,9.4,9.37,28758,71406,"+5,852",16.65%,"15:19 ET"
XLF|20231117|32.00P,XLF,33.31,Put,32,2023-11-17,52,0.45,0.46,0.46,0.45,8439,6518,"+5,678",20.52%,"15:15 ET"
QQQ|20231020|360.00P,QQQ,353.65,Put,360,2023-10-20,24,10.64,10.65,10.66,10.66,6556,63239,"+5,612",20.92%,"15:19 ET"
QQQ|20230926|359.00P,QQQ,353.65,Put,359,2023-09-26,0,5.37,5.41,5.45,5.48,7197,7801,"+5,604",17.64%,"15:18 ET"
QQQ|20230926|356.00P,QQQ,353.65,Put,356,2023-09-26,0,2.39,2.42,2.44,2.39,99884,6760,"+5,493",9.06%,"15:19 ET"
SPY|20230926|432.00P,SPY,425.58,Put,432,2023-09-26,0,6.63,6.69,6.75,6.61,5321,9490,"+5,421",16.91%,"15:20 ET"
HYG|20231117|71.00P,HYG,73.59,Put,71,2023-11-17,52,0.33,0.34,0.35,0.35,39671,109979,"+5,241",12.26%,"15:19 ET"
GLD|20230929|177.00P,GLD,176.29,Put,177,2023-09-29,3,1.13,1.15,1.17,1.16,2013,7531,"+5,000",12.77%,"15:19 ET"
KRE|20240315|41.00P,KRE,41.25,Put,41,2024-03-15,171,3.1,3.15,3.2,3.17,1720,5058,"+4,989",32.84%,"15:07 ET"
EWZ|20230929|30.50P,EWZ,30.38,Put,30.5,2023-09-29,3,0.38,0.39,0.4,0.34,1536,6233,"+4,867",30.93%,"14:28 ET"
IWM|20231020|190.00C,IWM,174.7,Call,190,2023-10-20,24,0.14,0.15,0.15,0.15,3007,48239,"+4,754",18.50%,"15:19 ET"
SPY|20231006|425.00P,SPY,425.58,Put,425,2023-10-06,10,4.65,4.66,4.66,4.63,30601,21677,"+4,729",17.84%,"15:19 ET"
TLT|20231117|95.00C,TLT,88.86,Call,95,2023-11-17,52,0.67,0.68,0.68,0.67,5676,16250,"+4,721",18.42%,"15:20 ET"
HYG|20231020|72.00P,HYG,73.59,Put,72,2023-10-20,24,0.22,0.23,0.24,0.24,4429,90112,"+4,625",11.29%,"14:35 ET"
IWM|20231020|170.00C,IWM,174.7,Call,170,2023-10-20,24,7.15,7.18,7.21,7.29,12387,6788,"+4,624",23.61%,"14:55 ET"
IWM|20230929|179.00C,IWM,174.7,Call,179,2023-09-29,3,0.24,0.25,0.25,0.25,8866,8863,"+4,500",23.83%,"15:19 ET"
QQQ|20230929|360.00C,QQQ,353.65,Call,360,2023-09-29,3,0.96,0.97,0.98,0.97,24889,12972,"+4,343",24.51%,"15:19 ET"
SPY|20231020|430.00P,SPY,425.58,Put,430,2023-10-20,24,8.99,9,9.01,8.96,44538,157045,"+4,087",15.98%,"15:19 ET"
SPY|20231117|410.00P,SPY,425.58,Put,410,2023-11-17,52,5.14,5.15,5.16,5.14,57495,70664,"+4,073",19.05%,"15:19 ET"
XLF|20231117|30.00P,XLF,33.31,Put,30,2023-11-17,52,0.17,0.18,0.18,0.18,790,4531,"+4,023",24.80%,"15:01 ET"
QQQ|20231020|360.00C,QQQ,353.65,Call,360,2023-10-20,24,5.47,5.48,5.49,5.48,5891,14332,"+3,949",21.45%,"15:19 ET"
IWM|20230929|173.00P,IWM,174.7,Put,173,2023-09-29,3,0.9,0.91,0.91,0.9,2066,16490,"+3,902",25.60%,"15:18 ET"
IWM|20231215|182.00C,IWM,174.7,Call,182,2023-12-15,80,4.02,4.04,4.05,4.15,1588,6586,"+3,887",19.64%,"15:10 ET"
SPY|20230927|428.00P,SPY,425.58,Put,428,2023-09-27,1,3.35,3.37,3.38,3.35,77563,5526,"+3,878",18.89%,"15:20 ET"
GLD|20231006|176.00P,GLD,176.29,Put,176,2023-10-06,10,1.06,1.08,1.09,1.07,2016,4991,"+3,818",11.38%,"15:17 ET"
IWM|20230927|175.00P,IWM,174.7,Put,175,2023-09-27,1,1.02,1.03,1.04,1.03,12138,5699,"+3,801",23.37%,"15:19 ET"
SPY|20231002|400.00P,SPY,425.58,Put,400,2023-10-02,6,0.18,0.19,0.19,0.19,713,4286,"+3,800",26.53%,"15:20 ET"
QQQ|20231020|340.00P,QQQ,353.65,Put,340,2023-10-20,24,3.4,3.41,3.41,3.4,11138,57325,"+3,768",24.99%,"15:19 ET"
QQQ|20231020|371.00C,QQQ,353.65,Call,371,2023-10-20,24,1.8,1.81,1.82,1.82,6019,8262,"+3,738",19.45%,"15:19 ET"
QQQ|20231013|365.00C,QQQ,353.65,Call,365,2023-10-13,17,2.42,2.43,2.43,2.43,877,4419,"+3,730",20.60%,"15:19 ET"
SPY|20230928|425.00P,SPY,425.58,Put,425,2023-09-28,2,2.33,2.34,2.35,2.35,18596,15020,"+3,650",20.16%,"15:20 ET"
QQQ|20231020|356.00P,QQQ,353.65,Put,356,2023-10-20,24,8.61,8.61,8.62,8.6,3613,7165,"+3,635",21.75%,"15:19 ET"
QQQ|20231215|350.00P,QQQ,353.65,Put,350,2023-12-15,80,11.43,11.45,11.46,11.4,6823,100451,"+3,625",22.42%,"15:17 ET"
SPY|20230929|420.00P,SPY,425.58,Put,420,2023-09-29,3,1.47,1.48,1.48,1.47,43021,71046,"+3,597",23.15%,"15:19 ET"
SQQQ|20231006|20.50C,SQQQ,21.21,Call,20.5,2023-10-06,10,1.33,1.34,1.35,1.35,3917,6386,"+3,550",67.65%,"15:18 ET"
QQQ|20231215|340.00C,QQQ,353.65,Call,340,2023-12-15,80,25.91,25.95,25.99,25.92,1533,38953,"+3,507",24.38%,"15:18 ET"
SQQQ|20230929|20.00C,SQQQ,21.21,Call,20,2023-09-29,3,1.35,1.36,1.36,1.35,13510,13869,"+3,473",70.72%,"15:18 ET"
ARKK|20230929|37.00P,ARKK,38.42,Put,37,2023-09-29,3,0.15,0.16,0.18,0.17,1051,4653,"+3,473",48.72%,"15:01 ET"
SPY|20231006|415.00P,SPY,425.58,Put,415,2023-10-06,10,1.85,1.86,1.86,1.85,19886,15908,"+3,463",20.46%,"15:19 ET"
SPY|20231002|430.00P,SPY,425.58,Put,430,2023-10-02,6,6.06,6.09,6.11,6.08,8465,6296,"+3,450",15.46%,"15:18 ET"
SPY|20230926|425.00P,SPY,425.58,Put,425,2023-09-26,0,0.34,0.35,0.35,0.34,211374,7421,"+3,436",5.50%,"15:20 ET"
HYG|20231215|76.00C,HYG,73.59,Call,76,2023-12-15,80,0.09,0.11,0.13,0.12,8591,92836,"+3,404",4.83%,"15:00 ET"
VXX|20230929|22.00P,VXX,24.98,Put,22,2023-09-29,3,0.11,0.12,0.13,0.11,2560,8513,"+3,391",108.26%,"15:19 ET"
GLD|20230929|178.00P,GLD,176.29,Put,178,2023-09-29,3,1.84,1.87,1.9,1.92,876,6257,"+3,386",12.72%,"15:08 ET"
SPY|20230927|429.00P,SPY,425.58,Put,429,2023-09-27,1,4.06,4.1,4.14,4.1,39184,4555,"+3,351",18.44%,"15:19 ET"
SPY|20231006|445.00C,SPY,425.58,Call,445,2023-10-06,10,0.15,0.16,0.16,0.16,4132,13025,"+3,348",14.95%,"15:19 ET"
SPY|20231215|420.00P,SPY,425.58,Put,420,2023-12-15,80,9.89,9.9,9.91,9.91,11293,54111,"+3,302",17.65%,"15:19 ET"
QQQ|20230929|365.00C,QQQ,353.65,Call,365,2023-09-29,3,0.22,0.23,0.23,0.23,15902,14831,"+3,202",23.28%,"15:19 ET"
IWM|20231117|165.00P,IWM,174.7,Put,165,2023-11-17,52,2.05,2.06,2.07,2.05,2578,22523,"+3,200",23.05%,"15:19 ET"
GLD|20231006|175.00P,GLD,176.29,Put,175,2023-10-06,10,0.72,0.74,0.75,0.73,1399,4198,"+3,169",11.78%,"15:17 ET"
SPY|20231215|415.00P,SPY,425.58,Put,415,2023-12-15,80,8.47,8.48,8.49,8.48,1642,19986,"+3,134",18.37%,"15:18 ET"
UNG|20231006|7.00C,UNG,6.63,Call,7,2023-10-06,10,0.09,0.1,0.1,0.1,1055,6865,"+3,132",52.16%,"15:18 ET"
SPY|20230929|430.00C,SPY,425.58,Call,430,2023-09-29,3,1.33,1.34,1.34,1.33,29900,14166,"+3,119",19.99%,"15:20 ET"
TLT|20230929|91.00C,TLT,88.86,Call,91,2023-09-29,3,0.14,0.15,0.15,0.14,9344,6947,"+3,087",24.11%,"15:19 ET"
XBI|20231020|77.00C,XBI,73.37,Call,77,2023-10-20,24,0.69,0.71,0.73,0.76,3110,4553,"+3,043",24.79%,"15:12 ET"
SPY|20230929|428.00C,SPY,425.58,Call,428,2023-09-29,3,2.08,2.09,2.09,2.1,23807,6328,"+3,033",20.79%,"15:19 ET"
QQQ|20230926|354.00P,QQQ,353.65,Put,354,2023-09-26,0,0.66,0.67,0.67,0.67,144646,5613,"+2,991",6.29%,"15:19 ET"
TLT|20231117|90.00C,TLT,88.86,Call,90,2023-11-17,52,2.12,2.14,2.16,2.11,728,4679,"+2,991",18.10%,"14:56 ET"
SPY|20231013|410.00P,SPY,425.58,Put,410,2023-10-13,17,1.99,2,2.01,2,3203,6036,"+2,982",20.66%,"15:20 ET"
QQQ|20231215|340.00P,QQQ,353.65,Put,340,2023-12-15,80,8.28,8.3,8.31,8.3,1923,90417,"+2,883",23.76%,"15:18 ET"
SPY|20231006|421.00P,SPY,425.58,Put,421,2023-10-06,10,3.25,3.26,3.26,3.25,3645,3786,"+2,861",18.91%,"15:18 ET"
HYG|20240216|74.00C,HYG,73.59,Call,74,2024-02-16,143,0.83,0.88,0.92,0.91,681,6163,"+2,829",3.02%,"11:56 ET"
XLE|20231020|92.00C,XLE,89.8,Call,92,2023-10-20,24,1.23,1.23,1.24,1.24,827,8188,"+2,790",23.09%,"15:18 ET"
SPY|20231117|408.00P,SPY,425.58,Put,408,2023-11-17,52,4.75,4.76,4.76,4.53,93506,9647,"+2,784",19.39%,"15:11 ET"
SLV|20230929|21.00P,SLV,20.95,Put,21,2023-09-29,3,0.19,0.2,0.2,0.19,2809,14127,"+2,777",24.90%,"15:20 ET"
XLF|20231117|34.00C,XLF,33.31,Call,34,2023-11-17,52,0.66,0.67,0.67,0.67,1369,7319,"+2,742",18.22%,"15:03 ET"
QQQ|20230927|355.00P,QQQ,353.65,Put,355,2023-09-27,1,2.63,2.64,2.65,2.63,40813,3612,"+2,734",25.23%,"15:19 ET"
QQQ|20231020|370.00C,QQQ,353.65,Call,370,2023-10-20,24,2.03,2.04,2.04,2.04,5609,55345,"+2,725",19.59%,"15:19 ET"
SPY|20230926|434.00P,SPY,425.58,Put,434,2023-09-26,0,8.63,8.69,8.75,7.97,6077,6708,"+2,708",20.88%,"15:11 ET"
QQQ|20230929|372.00P,QQQ,353.65,Put,372,2023-09-29,3,18.29,18.39,18.49,18.19,3876,10557,"+2,658",31.52%,"15:16 ET"
TQQQ|20230929|36.00C,TQQQ,34.3,Call,36,2023-09-29,3,0.31,0.32,0.32,0.31,18615,6795,"+2,635",72.45%,"15:19 ET"
SPY|20231117|436.00C,SPY,425.58,Call,436,2023-11-17,52,6.82,6.83,6.83,6.85,2552,10838,"+2,629",15.96%,"15:19 ET"
SPY|20230929|435.00C,SPY,425.58,Call,435,2023-09-29,3,0.31,0.32,0.32,0.31,28952,11129,"+2,623",18.49%,"15:19 ET"
QQQ|20240119|360.00P,QQQ,353.65,Put,360,2024-01-19,115,17.72,17.74,17.77,17.78,2631,36896,"+2,607",21.25%,"15:19 ET"
SPY|20230929|417.00P,SPY,425.58,Put,417,2023-09-29,3,0.94,0.95,0.95,0.93,5181,10269,"+2,586",24.56%,"15:19 ET"
VXX|20231006|24.00P,VXX,24.98,Put,24,2023-10-06,10,1.11,1.13,1.14,1.14,7097,2937,"+2,560",97.51%,"15:20 ET"
IWM|20231215|175.00C,IWM,174.7,Call,175,2023-12-15,80,7.57,7.59,7.6,7.73,3277,29210,"+2,555",21.48%,"15:13 ET"
SPY|20230927|424.00P,SPY,425.58,Put,424,2023-09-27,1,1.22,1.23,1.23,1.23,42574,3479,"+2,540",20.48%,"15:20 ET"
SPY|20231215|438.00C,SPY,425.58,Call,438,2023-12-15,80,8.8,8.82,8.83,8.83,2323,8753,"+2,530",15.72%,"15:19 ET"
HYG|20231020|74.00C,HYG,73.59,Call,74,2023-10-20,24,0.27,0.3,0.32,0.29,1351,4252,"+2,521",5.26%,"14:26 ET"
SPY|20231020|427.00P,SPY,425.58,Put,427,2023-10-20,24,7.57,7.58,7.59,7.58,12097,25995,"+2,506",16.60%,"15:19 ET"
SPY|20230927|427.00P,SPY,425.58,Put,427,2023-09-27,1,2.69,2.7,2.7,2.7,109279,4332,"+2,505",19.49%,"15:20 ET"
HYG|20231020|73.50P,HYG,73.59,Put,73.5,2023-10-20,24,0.61,0.65,0.68,0.69,14259,20106,"+2,504",10.10%,"14:52 ET"
QQQ|20231020|315.00P,QQQ,353.65,Put,315,2023-10-20,24,0.78,0.79,0.79,0.75,942,23723,"+2,498",30.96%,"15:13 ET"
SPY|20231002|422.00P,SPY,425.58,Put,422,2023-10-02,6,2.39,2.4,2.41,2.38,1825,3645,"+2,457",18.10%,"15:19 ET"
QQQ|20231215|360.00P,QQQ,353.65,Put,360,2023-12-15,80,15.6,15.62,15.64,15.55,1046,51542,"+2,453",21.09%,"15:17 ET"
SPY|20230929|432.00C,SPY,425.58,Call,432,2023-09-29,3,0.78,0.79,0.79,0.78,23826,8288,"+2,427",19.23%,"15:20 ET"
QQQ|20230929|358.00P,QQQ,353.65,Put,358,2023-09-29,3,5.69,5.71,5.73,5.7,9911,19112,"+2,422",24.05%,"15:18 ET"
SPY|20230927|423.00P,SPY,425.58,Put,423,2023-09-27,1,0.9,0.91,0.91,0.91,26886,2946,"+2,385",20.82%,"15:20 ET"
SPY|20230929|427.00P,SPY,425.58,Put,427,2023-09-29,3,3.92,3.93,3.93,3.93,38331,19826,"+2,376",19.92%,"15:19 ET"
TLT|20231117|86.00P,TLT,88.86,Put,86,2023-11-17,52,1.37,1.38,1.39,1.38,641,7357,"+2,358",20.77%,"15:19 ET"
VXX|20231006|25.50P,VXX,24.98,Put,25.5,2023-10-06,10,2,2.03,2.06,2.3,2356,2356,"+2,353",105.04%,"11:51 ET"
SPY|20240119|430.00P,SPY,425.58,Put,430,2024-01-19,115,15.49,15.52,15.54,15.41,2387,33805,"+2,286",16.39%,"15:18 ET"
TQQQ|20230929|37.00C,TQQQ,34.3,Call,37,2023-09-29,3,0.13,0.14,0.14,0.14,8194,8456,"+2,276",71.79%,"15:19 ET"
SPY|20231020|402.00P,SPY,425.58,Put,402,2023-10-20,24,1.68,1.69,1.69,1.59,594,4521,"+2,270",21.60%,"15:02 ET"
QQQ|20231020|365.00C,QQQ,353.65,Call,365,2023-10-20,24,3.46,3.47,3.48,3.48,7322,32118,"+2,267",20.46%,"15:19 ET"
TNA|20230929|30.00C,TNA,27.86,Call,30,2023-09-29,3,0.1,0.11,0.11,0.1,1709,3012,"+2,264",68.30%,"14:50 ET"
QYLD|20231020|17.00C,QYLD,16.57,Call,17,2023-10-20,24,0.05,0.1,0.15,0.1,1078,9306,"+2,258",14.08%,"14:13 ET"
SPY|20230929|434.00C,SPY,425.58,Call,434,2023-09-29,3,0.42,0.43,0.43,0.43,22558,9069,"+2,249",18.71%,"15:18 ET"
QQQ|20231002|367.00C,QQQ,353.65,Call,367,2023-10-02,6,0.24,0.25,0.25,0.28,559,2564,"+2,206",18.74%,"15:13 ET"
QQQ|20231020|365.00P,QQQ,353.65,Put,365,2023-10-20,24,13.71,13.73,13.75,13.7,7256,45236,"+2,190",19.89%,"15:19 ET"
QQQ|20231020|350.00P,QQQ,353.65,Put,350,2023-10-20,24,6.16,6.17,6.18,6.16,21775,75562,"+2,186",22.97%,"15:19 ET"
SPY|20231020|375.00P,SPY,425.58,Put,375,2023-10-20,24,0.47,0.48,0.48,0.45,1725,105151,"+2,178",28.65%,"15:17 ET"
TLT|20231229|90.00P,TLT,88.86,Put,90,2023-12-29,94,3.65,3.72,3.8,3.73,2208,2961,"+2,171",19.81%,"14:47 ET"
SPY|20230929|422.00P,SPY,425.58,Put,422,2023-09-29,3,1.97,1.98,1.98,1.97,32983,33858,"+2,159",22.25%,"15:19 ET"
URA|20231020|30.00C,URA,27.25,Call,30,2023-10-20,24,0.45,0.5,0.55,0.5,624,23314,"+2,158",49.09%,"14:53 ET"
SPY|20230929|425.00C,SPY,425.58,Call,425,2023-09-29,3,3.62,3.63,3.63,3.63,12514,2500,"+2,155",22.18%,"15:20 ET"
SPY|20231117|418.00P,SPY,425.58,Put,418,2023-11-17,52,7.09,7.1,7.1,7.08,1778,8339,"+2,154",17.78%,"15:18 ET"
TLT|20231020|93.00C,TLT,88.86,Call,93,2023-10-20,24,0.37,0.38,0.39,0.37,1001,18097,"+2,134",17.54%,"15:13 ET"
SPY|20231002|418.00P,SPY,425.58,Put,418,2023-10-02,6,1.43,1.44,1.44,1.42,1634,3291,"+2,109",19.33%,"15:18 ET"
TQQQ|20230929|35.50P,TQQQ,34.3,Put,35.5,2023-09-29,3,1.65,1.66,1.67,1.63,2564,3798,"+2,100",74.55%,"15:17 ET"
SPY|20231013|435.00P,SPY,425.58,Put,435,2023-10-13,17,11.19,11.23,11.26,10.7,1640,5884,"+2,090",14.99%,"15:13 ET"
KRE|20231117|41.00P,KRE,41.25,Put,41,2023-11-17,52,1.73,1.74,1.75,1.74,4408,4386,"+2,067",31.89%,"15:18 ET"
TLT|20240119|90.00C,TLT,88.86,Call,90,2024-01-19,115,3.3,3.38,3.45,3.39,525,9504,"+2,057",16.88%,"15:17 ET"
SPY|20240119|445.00P,SPY,425.58,Put,445,2024-01-19,115,23.12,23.16,23.2,23.14,723,17419,"+2,053",14.53%,"15:18 ET"
QQQ|20230926|353.00P,QQQ,353.65,Put,353,2023-09-26,0,0.21,0.22,0.22,0.21,92520,3334,"+2,053",6.26%,"15:19 ET"
EWW|20240315|60.00P,EWW,58.22,Put,60,2024-03-15,171,4.7,4.8,4.9,4.9,1329,2042,"+2,040",28.47%,"15:19 ET"
TLT|20230929|87.00P,TLT,88.86,Put,87,2023-09-29,3,0.16,0.17,0.18,0.17,1607,3929,"+2,030",24.21%,"15:19 ET"
QQQ|20231027|372.00P,QQQ,353.65,Put,372,2023-10-27,31,19.4,19.49,19.59,19.24,2069,2128,"+2,027",19.00%,"15:07 ET"
SQQQ|20231020|21.00C,SQQQ,21.21,Call,21,2023-10-20,24,1.58,1.59,1.59,1.55,3358,11184,"+2,019",66.71%,"15:16 ET"
QQQ|20230927|360.00C,QQQ,353.65,Call,360,2023-09-27,1,0.14,0.15,0.15,0.16,18698,3632,"+2,017",23.53%,"15:19 ET"
QQQ|20230927|350.00P,QQQ,353.65,Put,350,2023-09-27,1,0.66,0.67,0.67,0.67,8833,3477,"+2,016",26.93%,"15:19 ET"
TLT|20230929|88.00P,TLT,88.86,Put,88,2023-09-29,3,0.38,0.39,0.39,0.39,2359,3732,"+2,016",23.35%,"15:20 ET"
XLV|20230929|131.00C,XLV,129.82,Call,131,2023-09-29,3,0.27,0.31,0.34,0.35,1009,2014,"+1,998",16.08%,"14:27 ET"
SPY|20231103|420.00P,SPY,425.58,Put,420,2023-11-03,38,6.49,6.51,6.52,6.49,945,2349,"+1,964",17.66%,"15:19 ET"
HYG|20231020|74.50C,HYG,73.59,Call,74.5,2023-10-20,24,0.12,0.14,0.15,0.16,1427,4359,"+1,954",5.28%,"11:33 ET"
SPY|20231020|431.00C,SPY,425.58,Call,431,2023-10-20,24,5.31,5.31,5.32,5.32,4368,4399,"+1,928",16.81%,"15:18 ET"
IWM|20231020|171.00P,IWM,174.7,Put,171,2023-10-20,24,2.18,2.19,2.2,2.19,772,8472,"+1,917",21.99%,"15:18 ET"
QQQ|20231006|358.00P,QQQ,353.65,Put,358,2023-10-06,10,7.36,7.38,7.4,7.33,1254,3172,"+1,905",21.85%,"15:18 ET"
XBI|20230929|73.00C,XBI,73.37,Call,73,2023-09-29,3,1.1,1.14,1.17,1.11,2187,2879,"+1,900",30.51%,"15:17 ET"
QQQ|20230929|359.00C,QQQ,353.65,Call,359,2023-09-29,3,1.23,1.24,1.25,1.24,7471,4525,"+1,887",24.90%,"15:19 ET"
