Symbol,Price~,Type,Strike,"Exp Date",DTE,Bid,Ask,Last,Volume,"Open Int","OI Chg",Delta,IV,Time
SPY,440.51,Put,430.00,2023-12-15,32,3.15,3.16,3.15,6478,62879,"+6,718",-0.259532,15.19%,"15:17 ET"
SPY,440.51,Put,433.00,2023-11-17,4,0.52,0.54,0.53,10654,26242,"+6,433",-0.139141,16.12%,"15:18 ET"
QQQ,377.6,Call,382.00,2023-11-17,4,1.46,1.47,1.47,6326,11580,"+6,263",0.308007,19.03%,"15:17 ET"
QQQ,377.6,Put,370.00,2023-11-17,4,0.71,0.72,0.71,10548,26294,"+6,182",-0.160239,21.08%,"15:18 ET"
XLU,59.55,Put,58.00,2023-12-15,32,0.55,0.58,0.55,865,25448,"+5,894",-0.277233,17.77%,"14:11 ET"
QQQ,377.6,Put,361.00,2023-11-17,4,0.16,0.17,0.17,1324,14136,"+5,741",-0.040968,25.63%,"14:48 ET"
IWM,169.34,Put,167.00,2023-11-17,4,0.77,0.78,0.77,11483,69420,"+5,680",-0.284102,24.26%,"15:18 ET"
TQQQ,40.51,Call,43.00,2023-11-17,4,0.2,0.21,0.2,4999,9877,"+5,522",0.167236,54.21%,"15:17 ET"
KWEB,27.26,Call,27.00,2023-12-15,32,1.33,1.38,1.36,5772,15065,"+5,521",0.570297,36.66%,"15:15 ET"
IWM,169.34,Call,170.00,2023-11-17,4,1.45,1.47,1.46,8737,69801,"+5,489",0.449855,24.67%,"15:17 ET"
SPY,440.51,Put,440.00,2023-11-17,4,2.25,2.26,2.25,35044,14017,"+5,451",-0.44351,14.61%,"15:18 ET"
SPY,440.51,Put,425.00,2023-12-15,32,2.29,2.3,2.3,13170,59077,"+5,415",-0.194593,16.07%,"15:17 ET"
QQQ,377.6,Put,342.00,2023-12-15,32,0.74,0.75,0.75,565,17465,"+5,360",-0.063654,23.59%,"15:09 ET"
QQQ,377.6,Put,378.00,2023-11-13,0,0.33,0.34,0.33,116361,5433,"+5,332",-0.522648,3.97%,"15:18 ET"
SPY,440.51,Put,435.00,2023-11-14,1,0.18,0.19,0.18,21024,9153,"+5,265",-0.089164,18.83%,"15:17 ET"
QQQ,377.6,Call,385.00,2023-11-24,11,1.67,1.69,1.63,2529,12257,"+5,263",0.270267,15.70%,"14:54 ET"
KWEB,27.26,Call,28.50,2023-11-17,4,0.17,0.19,0.18,13728,7326,"+5,110",0.215524,52.75%,"15:07 ET"
QQQ,377.6,Call,378.00,2023-11-13,0,0.23,0.25,0.24,184721,6367,"+5,101",0.482606,3.24%,"15:18 ET"
SPY,440.51,Call,460.00,2023-12-08,25,0.47,0.48,0.48,4428,22208,"+4,966",0.084161,10.92%,"15:16 ET"
TQQQ,40.51,Call,41.00,2023-11-17,4,0.8,0.81,0.79,7305,13684,"+4,879",0.453643,57.12%,"15:17 ET"
QQQ,377.6,Call,377.00,2023-11-13,0,0.97,0.98,0.98,157439,6187,"+4,859",0.961602,2.80%,"15:18 ET"
QQQ,377.6,Put,378.00,2023-11-17,4,2.96,2.98,3.01,17413,5810,"+4,849",-0.491882,19.14%,"15:17 ET"
SPY,440.51,Put,420.00,2023-12-08,25,1.01,1.02,1.02,593,19757,"+4,792",-0.111007,16.21%,"15:18 ET"
SPY,440.51,Put,437.00,2023-11-17,4,1.24,1.25,1.25,10938,13435,"+4,715",-0.284463,15.20%,"15:18 ET"
SPY,440.51,Put,434.00,2023-11-14,1,0.11,0.12,0.12,15961,7150,"+4,702",-0.061902,19.33%,"15:18 ET"
IWM,169.34,Put,145.00,2023-12-15,32,0.16,0.17,0.17,1051,56202,"+4,620",-0.0294,28.97%,"15:06 ET"
QQQ,377.6,Put,380.00,2023-12-15,32,7.87,7.88,7.92,1613,21475,"+4,576",-0.510914,16.89%,"15:15 ET"
SPY,440.51,Put,420.00,2023-12-01,18,0.6,0.61,0.61,1393,22593,"+4,541",-0.082071,16.45%,"15:12 ET"
SPY,440.51,Put,441.00,2023-11-13,0,0.4,0.42,0.41,199347,4631,"+4,509",-0.626605,3.15%,"15:18 ET"
QQQ,377.6,Call,390.00,2023-12-01,18,1.47,1.49,1.46,1444,7417,"+4,496",0.205217,15.53%,"15:07 ET"
IWM,169.34,Put,170.00,2024-03-15,123,6.68,6.72,6.76,507,42121,"+4,478",-0.460781,18.71%,"14:54 ET"
SPY,440.51,Call,448.00,2024-03-15,123,13.16,13.2,13.2,5063,6525,"+4,460",0.508465,13.18%,"14:32 ET"
SPY,440.51,Call,450.00,2023-12-01,18,1.52,1.53,1.5,4505,14477,"+4,417",0.235397,11.44%,"15:10 ET"
SPY,440.51,Call,445.00,2023-11-17,4,1.11,1.12,1.11,18155,31853,"+4,373",0.274216,14.37%,"15:18 ET"
SPY,440.51,Put,435.00,2023-11-15,2,0.39,0.4,0.39,9319,6805,"+4,299",-0.139594,16.73%,"15:18 ET"
SPY,440.51,Put,436.00,2023-11-14,1,0.28,0.29,0.28,23597,6768,"+4,291",-0.12983,18.59%,"15:18 ET"
GDX,27.1,Call,30.00,2023-12-15,32,0.2,0.21,0.2,988,51362,"+4,243",0.15844,31.21%,"14:55 ET"
SPY,440.51,Call,450.00,2023-11-20,7,0.36,0.37,0.36,2424,5170,"+4,213",0.107171,11.53%,"15:17 ET"
TQQQ,40.51,Call,42.00,2023-11-17,4,0.42,0.43,0.42,9824,12383,"+4,180",0.293854,54.97%,"15:18 ET"
TQQQ,40.51,Call,40.00,2023-11-17,4,1.33,1.35,1.33,6634,11590,"+4,174",0.615276,57.97%,"15:16 ET"
QQQ,377.6,Call,390.00,2023-12-29,46,4.59,4.62,4.53,560,7904,"+4,164",0.33822,15.75%,"15:08 ET"
KWEB,27.26,Call,27.50,2023-11-17,4,0.42,0.45,0.43,4723,15428,"+4,134",0.436506,47.93%,"15:07 ET"
QQQ,377.6,Call,380.00,2023-11-14,1,0.89,0.91,0.9,13793,7067,"+4,126",0.32188,21.84%,"15:17 ET"
QQQ,377.6,Call,400.00,2023-12-15,32,1.16,1.17,1.14,2644,55486,"+4,118",0.13457,15.63%,"15:07 ET"
SPY,440.51,Put,432.00,2023-11-24,11,0.99,1,1,2895,7774,"+4,111",-0.178459,13.42%,"15:14 ET"
SPY,440.51,Put,438.00,2023-11-17,4,1.53,1.54,1.53,21134,9386,"+4,032",-0.33318,14.99%,"15:17 ET"
SPY,440.51,Put,425.00,2023-11-24,11,0.4,0.41,0.41,2659,9485,"+4,021",-0.076962,15.32%,"15:09 ET"
EWZ,32.35,Call,34.00,2023-12-15,32,0.42,0.44,0.42,1549,68874,"+3,997",0.283553,25.81%,"15:00 ET"
IWM,169.34,Put,167.00,2023-12-15,32,2.5,2.51,2.54,2302,32865,"+3,988",-0.372924,18.95%,"14:56 ET"
QQQ,377.6,Put,364.00,2023-11-17,4,0.24,0.25,0.24,1278,9455,"+3,972",-0.059488,23.49%,"15:18 ET"
SPY,440.51,Call,442.00,2023-12-15,32,6.92,6.93,6.9,1190,26262,"+3,971",0.519098,12.83%,"15:16 ET"
SPY,440.51,Put,436.00,2023-11-15,2,0.55,0.56,0.55,11194,6387,"+3,968",-0.184233,16.68%,"15:17 ET"
SPY,440.51,Call,440.00,2023-11-14,1,2.11,2.12,2.11,104043,7084,"+3,960",0.576338,18.32%,"15:18 ET"
IWM,169.34,Call,175.00,2023-12-15,32,1.71,1.73,1.72,6888,89630,"+3,928",0.302634,18.31%,"15:16 ET"
SPY,440.51,Call,450.00,2023-12-15,32,3.13,3.15,3.13,7594,53267,"+3,925",0.320245,11.73%,"15:18 ET"
FXI,26.07,Put,25.85,2023-11-17,4,0.23,0.25,0.26,60244,116097,"+3,896",-0.390033,31.41%,"14:59 ET"
SPY,440.51,Call,448.00,2023-12-15,32,3.91,3.92,3.92,1252,14089,"+3,873",0.370482,12.00%,"15:17 ET"
TLT,87.79,Put,85.00,2024-01-19,67,1.54,1.57,1.53,1479,18162,"+3,872",-0.312934,19.83%,"15:00 ET"
TLT,87.79,Call,87.00,2023-12-15,32,2.42,2.44,2.43,9564,27526,"+3,810",0.597777,18.13%,"15:07 ET"
SPY,440.51,Put,439.00,2023-11-17,4,1.86,1.87,1.87,16134,7064,"+3,758",-0.386793,14.84%,"15:17 ET"
UVXY,12.15,Call,12.00,2023-11-17,4,0.49,0.51,0.51,7161,7374,"+3,756",0.545508,93.68%,"15:15 ET"
SPY,440.51,Call,439.00,2023-11-13,0,1.69,1.78,1.77,201800,8522,"+3,703",0,0.00%,"15:18 ET"
HYG,73.94,Call,74.00,2023-11-17,4,0.21,0.26,0.23,1930,133545,"+3,661",0.482416,7.92%,"15:02 ET"
QQQ,377.6,Call,378.00,2023-11-17,4,3.17,3.19,3.2,15521,14811,"+3,539",0.510689,19.74%,"15:17 ET"
SPY,440.51,Put,442.00,2023-11-13,0,1.27,1.33,1.36,21831,3599,"+3,522",-0.881249,4.79%,"15:18 ET"
SPY,440.51,Call,444.00,2023-11-17,4,1.44,1.45,1.44,8870,16023,"+3,512",0.328599,14.59%,"15:18 ET"
SLV,20.45,Put,20.50,2023-12-29,46,0.66,0.67,0.72,3611,3502,"+3,502",-0.474567,24.04%,"11:30 ET"
QQQ,377.6,Put,340.00,2024-01-19,67,2.11,2.12,2.15,1169,50144,"+3,458",-0.112882,22.95%,"15:02 ET"
KWEB,27.26,Call,28.00,2023-12-15,32,0.9,0.92,0.9,1791,13191,"+3,444",0.437086,36.60%,"15:09 ET"
SPY,440.51,Call,446.00,2023-12-15,32,4.8,4.81,4.8,2002,12874,"+3,431",0.420724,12.24%,"15:15 ET"
SPY,440.51,Call,446.00,2023-11-14,1,0.15,0.16,0.15,10002,4186,"+3,382",0.08642,16.41%,"15:18 ET"
IWM,169.34,Call,183.00,2023-12-15,32,0.33,0.34,0.35,1097,21211,"+3,361",0.083762,17.81%,"13:42 ET"
SPY,440.51,Call,441.00,2023-11-15,2,2.01,2.02,2.01,22393,5211,"+3,339",0.490555,16.03%,"15:18 ET"
SPY,440.51,Put,441.00,2023-11-24,11,3.47,3.48,3.47,4239,3439,"+3,288",-0.489125,11.75%,"15:17 ET"
QQQ,377.6,Put,380.00,2023-11-17,4,4.01,4.04,4.04,1572,5036,"+3,260",-0.598264,18.91%,"15:17 ET"
IWM,169.34,Call,175.00,2023-11-17,4,0.21,0.22,0.22,39120,80950,"+3,246",0.106043,24.68%,"15:15 ET"
SPY,440.51,Call,440.00,2023-11-15,2,2.55,2.56,2.54,27236,4215,"+3,236",0.565955,16.19%,"15:17 ET"
SQQQ,17.38,Call,17.00,2023-11-17,4,0.6,0.62,0.62,3841,6108,"+3,223",0.643815,58.43%,"15:15 ET"
SPY,440.51,Put,405.00,2023-12-15,32,0.74,0.75,0.74,1473,56828,"+3,200",-0.063889,19.96%,"15:18 ET"
SPY,440.51,Put,440.00,2023-11-24,11,3.04,3.05,3.08,7037,4706,"+3,195",-0.444873,11.91%,"15:16 ET"
SOXL,20.14,Call,20.00,2024-01-19,67,2.6,2.64,2.59,549,16979,"+3,173",0.579346,73.14%,"15:06 ET"
QQQ,377.6,Put,367.00,2023-11-24,11,1.09,1.1,1.11,511,5254,"+3,161",-0.166752,18.58%,"15:12 ET"
SPY,440.51,Call,419.00,2024-03-15,123,33.72,34.37,33.6,1864,5009,"+3,101",0.765459,16.61%,"13:28 ET"
IWM,169.34,Call,172.00,2023-11-24,11,1.23,1.25,1.23,1440,5898,"+3,098",0.336488,19.11%,"15:15 ET"
SPY,440.51,Put,438.00,2023-11-14,1,0.64,0.65,0.64,70961,5638,"+3,068",-0.252333,18.29%,"15:18 ET"
SQQQ,17.38,Call,18.00,2023-11-24,11,0.36,0.37,0.38,5027,4882,"+3,026",0.36232,51.47%,"15:16 ET"
SPY,440.51,Put,460.00,2023-11-17,4,19.16,19.38,19.45,5855,3061,"+3,010",-0.989859,20.65%,"14:58 ET"
KRE,41.48,Put,41.00,2023-11-17,4,0.38,0.39,0.39,3537,25281,"+3,002",-0.370235,34.57%,"15:07 ET"
SQQQ,17.38,Call,19.00,2023-11-24,11,0.17,0.18,0.18,2658,9200,"+2,995",0.196965,57.17%,"15:13 ET"
SPY,440.51,Put,426.00,2023-11-17,4,0.14,0.15,0.14,1241,33061,"+2,959",-0.039618,18.86%,"15:04 ET"
SPY,440.51,Call,438.00,2023-11-13,0,2.69,2.77,2.75,37630,9301,"+2,936",0,0.00%,"15:17 ET"
SOXL,20.14,Call,21.00,2023-11-17,4,0.34,0.37,0.35,2564,6400,"+2,910",0.320463,83.72%,"15:07 ET"
QQQ,377.6,Call,374.00,2023-11-13,0,3.84,3.93,3.84,5646,5155,"+2,890",0,0.00%,"15:15 ET"
IWM,169.34,Call,182.00,2023-12-15,32,0.41,0.42,0.44,753,28392,"+2,848",0.100408,17.77%,"14:45 ET"
TQQQ,40.51,Put,39.00,2023-11-17,4,0.4,0.41,0.4,4012,6065,"+2,838",-0.249719,61.17%,"15:17 ET"
QQQ,377.6,Put,373.00,2023-11-15,2,0.67,0.68,0.7,4317,5468,"+2,792",-0.19924,21.57%,"15:15 ET"
TQQQ,40.51,Put,37.00,2023-11-17,4,0.11,0.12,0.12,4261,7012,"+2,777",-0.087533,67.89%,"15:13 ET"
QQQ,377.6,Put,355.00,2023-12-15,32,1.62,1.63,1.63,4303,54866,"+2,754",-0.134493,20.95%,"15:17 ET"
IWM,169.34,Call,173.00,2023-11-17,4,0.5,0.51,0.51,4158,19065,"+2,716",0.209695,24.55%,"15:17 ET"
SPY,440.51,Put,380.00,2024-03-15,123,2.3,2.32,2.3,559,12185,"+2,714",-0.086732,21.51%,"15:14 ET"
SPY,440.51,Put,434.00,2023-11-17,4,0.65,0.66,0.67,14551,31131,"+2,650",-0.167404,15.83%,"15:16 ET"
SPY,440.51,Put,434.00,2023-11-24,11,1.32,1.33,1.33,2224,7958,"+2,636",-0.228456,13.02%,"15:18 ET"
SPY,440.51,Put,435.00,2023-11-24,11,1.52,1.53,1.53,4814,8455,"+2,613",-0.257489,12.81%,"15:18 ET"
QQQ,377.6,Call,375.00,2023-11-13,0,2.85,2.93,2.91,24951,5854,"+2,589",0,0.00%,"15:17 ET"
SOXS,9.73,Call,11.00,2023-12-15,32,0.5,0.55,0.6,811,3373,"+2,549",0.365342,82.62%,"12:42 ET"
QQQ,377.6,Put,377.00,2023-11-17,4,2.52,2.54,2.59,9097,3979,"+2,545",-0.439513,19.35%,"15:15 ET"
SPY,440.51,Put,439.00,2023-11-14,1,0.92,0.93,0.92,65633,3496,"+2,541",-0.332502,18.11%,"15:18 ET"
SPY,440.51,Put,437.00,2023-11-24,11,2.02,2.03,2.1,3690,5745,"+2,535",-0.324078,12.43%,"15:10 ET"
SPY,440.51,Call,448.00,2023-11-17,4,0.46,0.47,0.46,9150,23305,"+2,533",0.140729,13.97%,"15:17 ET"
GLD,180.46,Call,187.00,2023-12-15,32,0.92,0.93,0.93,927,7955,"+2,507",0.225894,13.59%,"15:15 ET"
QQQ,377.6,Call,375.00,2023-11-16,3,4.58,4.67,4.57,723,3777,"+2,497",0.671377,20.75%,"15:10 ET"
SPY,440.51,Put,440.00,2023-11-14,1,1.31,1.32,1.31,68164,3128,"+2,479",-0.424046,18.21%,"15:18 ET"
SQQQ,17.38,Call,17.50,2023-11-24,11,0.53,0.55,0.54,7458,2963,"+2,458",0.483709,49.89%,"15:14 ET"
IWM,169.34,Put,163.00,2023-12-01,18,0.76,0.78,0.8,5046,9376,"+2,422",-0.182283,20.25%,"14:31 ET"
TLT,87.79,Put,88.00,2023-11-17,4,0.95,0.97,0.98,2802,20551,"+2,417",-0.545941,22.48%,"15:12 ET"
KRE,41.48,Call,41.50,2023-11-17,4,0.57,0.58,0.57,4387,10495,"+2,414",0.498898,33.78%,"15:16 ET"
QQQ,377.6,Call,379.00,2023-11-14,1,1.28,1.29,1.28,32501,3311,"+2,398",0.409424,22.09%,"15:17 ET"
IWM,169.34,Call,171.00,2023-11-17,4,1.05,1.07,1.06,14283,18610,"+2,363",0.361578,24.60%,"15:16 ET"
SPY,440.51,Call,441.00,2023-11-14,1,1.57,1.58,1.57,84105,3780,"+2,313",0.482155,18.16%,"15:18 ET"
SPY,440.51,Call,436.00,2023-11-13,0,4.65,4.78,4.71,3970,5864,"+2,308",0,0.00%,"15:16 ET"
UVXY,12.15,Call,12.50,2023-11-17,4,0.34,0.36,0.35,3203,3888,"+2,304",0.397256,104.37%,"15:14 ET"
XLK,178.61,Put,160.00,2024-03-15,123,2.18,2.24,2.2,1005,6177,"+2,291",-0.161452,23.63%,"14:12 ET"
SPY,440.51,Put,439.00,2023-11-15,2,1.31,1.32,1.32,16088,3244,"+2,290",-0.362587,16.26%,"15:17 ET"
TLT,87.79,Call,88.00,2023-11-17,4,0.73,0.75,0.75,6196,26742,"+2,287",0.458808,23.73%,"15:14 ET"
QQQ,377.6,Put,370.00,2023-12-15,32,4.21,4.22,4.22,5085,53904,"+2,264",-0.313544,18.30%,"15:15 ET"
BITO,18.54,Put,18.50,2023-11-17,4,0.36,0.41,0.39,1932,2993,"+2,263",-0.466415,54.19%,"15:12 ET"
SPY,440.51,Put,435.00,2023-11-17,4,0.81,0.82,0.81,31517,42635,"+2,260",-0.200653,15.56%,"15:18 ET"
KWEB,27.26,Call,28.00,2023-11-17,4,0.27,0.29,0.29,3839,19785,"+2,248",0.315303,51.36%,"14:53 ET"
SPY,440.51,Put,432.00,2023-11-15,2,0.13,0.14,0.14,5116,7758,"+2,248",-0.057365,17.42%,"15:18 ET"
SPY,440.51,Call,444.00,2023-11-15,2,0.81,0.82,0.81,8228,3780,"+2,218",0.266941,15.35%,"15:17 ET"
SPY,440.51,Put,430.00,2023-11-24,11,0.76,0.77,0.77,6774,12669,"+2,209",-0.140236,13.96%,"15:18 ET"
SPY,440.51,Put,439.00,2023-11-24,11,2.66,2.67,2.65,2840,4358,"+2,193",-0.402277,12.08%,"15:17 ET"
IWM,169.34,Call,177.00,2023-12-15,32,1.17,1.19,1.16,1604,14592,"+2,192",0.230201,18.04%,"14:55 ET"
SOXL,20.14,Call,20.00,2023-11-17,4,0.74,0.78,0.76,9292,8666,"+2,164",0.535987,85.92%,"15:17 ET"
GDX,27.1,Call,32.00,2024-03-15,123,0.47,0.5,0.49,4417,6797,"+2,157",0.208982,28.47%,"15:12 ET"
QQQ,377.6,Put,379.00,2023-11-13,0,1.11,1.17,1.17,16940,2102,"+2,102",-0.815966,6.09%,"15:17 ET"
TQQQ,40.51,Put,38.00,2023-11-17,4,0.21,0.22,0.22,9240,4768,"+2,089",-0.150746,64.20%,"15:16 ET"
SPY,440.51,Call,442.00,2023-11-17,4,2.27,2.28,2.27,12227,13921,"+2,074",0.442873,14.99%,"15:17 ET"
IWM,169.34,Call,170.00,2023-11-15,2,1.02,1.04,1.04,17992,4492,"+2,064",0.427683,26.70%,"15:18 ET"
QQQ,377.6,Call,383.00,2023-12-15,32,6.05,6.06,6.02,588,4155,"+2,059",0.440463,16.96%,"14:55 ET"
SPY,440.51,Put,437.00,2023-11-15,2,0.75,0.76,0.75,9793,4100,"+2,050",-0.235944,16.54%,"15:18 ET"
SPY,440.51,Put,430.00,2023-11-16,3,0.16,0.17,0.18,2467,3587,"+2,039",-0.055522,17.39%,"15:16 ET"
TQQQ,40.51,Call,40.50,2023-11-17,4,1.05,1.06,1.05,8619,4181,"+2,035",0.535248,57.71%,"15:17 ET"
TLT,87.79,Call,91.00,2023-12-15,32,0.8,0.82,0.8,1087,20474,"+2,032",0.279656,18.28%,"15:07 ET"
QQQ,377.6,Put,370.00,2023-11-24,11,1.56,1.57,1.57,2123,6750,"+2,027",-0.228718,17.81%,"15:17 ET"
SPY,440.51,Put,434.00,2023-11-16,3,0.46,0.47,0.51,3526,3659,"+2,026",-0.140201,16.19%,"15:05 ET"
SPY,440.51,Call,439.00,2023-11-17,4,3.95,3.98,3.95,19990,12413,"+2,022",0.609893,15.63%,"15:18 ET"
XLE,84.05,Put,79.00,2023-12-15,32,0.49,0.5,0.49,1780,45047,"+1,997",-0.160078,22.74%,"15:14 ET"
SPY,440.51,Put,440.00,2023-11-15,2,1.69,1.71,1.7,19233,2510,"+1,991",-0.435059,16.08%,"15:18 ET"
SPY,440.51,Call,441.00,2023-11-17,4,2.77,2.78,2.76,16629,9555,"+1,974",0.500335,15.21%,"15:17 ET"
TQQQ,40.51,Put,40.50,2023-11-17,4,0.92,0.93,0.95,5133,2157,"+1,954",-0.465661,58.67%,"15:10 ET"
SPY,440.51,Put,430.00,2023-12-01,18,1.47,1.48,1.48,4682,21419,"+1,950",-0.192814,14.04%,"15:18 ET"
IWM,169.34,Put,168.00,2023-11-15,2,0.74,0.75,0.77,4939,4023,"+1,947",-0.337016,26.34%,"15:13 ET"
SQQQ,17.38,Call,18.50,2023-11-24,11,0.25,0.26,0.26,1870,4227,"+1,947",0.269977,54.83%,"15:15 ET"
SPY,440.51,Put,435.00,2023-12-01,18,2.42,2.43,2.44,4431,9441,"+1,942",-0.298205,13.02%,"15:16 ET"
SQQQ,17.38,Call,19.00,2024-01-19,67,1.02,1.04,1.03,1486,8245,"+1,930",0.406917,53.88%,"15:12 ET"
QQQ,377.6,Put,379.00,2023-11-17,4,3.46,3.48,3.49,2014,2015,"+1,915",-0.54528,18.97%,"15:17 ET"
QQQ,377.6,Put,375.00,2023-11-17,4,1.8,1.81,1.81,10977,16214,"+1,911",-0.342344,19.85%,"15:18 ET"
QQQ,377.6,Put,360.00,2023-11-17,4,0.15,0.16,0.15,2107,54376,"+1,896",-0.035966,26.26%,"15:17 ET"
QQQ,377.6,Call,385.00,2023-12-29,46,6.6,6.64,6.56,1986,5037,"+1,895",0.4285,16.18%,"15:07 ET"
SPY,440.51,Call,435.00,2023-12-29,46,12.64,12.69,12.57,545,16984,"+1,883",0.668757,12.76%,"15:04 ET"
SPY,440.51,Put,418.00,2023-12-15,32,1.49,1.5,1.53,4378,8568,"+1,883",-0.129629,17.32%,"15:03 ET"
USO,72.91,Put,71.00,2023-11-17,4,0.41,0.45,0.45,2370,6436,"+1,870",-0.250152,38.74%,"14:49 ET"
SPY,440.51,Put,433.00,2023-11-16,3,0.35,0.36,0.4,1735,3448,"+1,808",-0.111187,16.41%,"15:08 ET"
QQQ,377.6,Put,360.00,2024-01-19,67,4.79,4.82,4.8,4324,42659,"+1,786",-0.242056,20.08%,"15:17 ET"
SPY,440.51,Put,437.00,2023-11-14,1,0.43,0.44,0.44,31537,4103,"+1,781",-0.18644,18.60%,"15:18 ET"
SPY,440.51,Call,447.00,2023-11-17,4,0.63,0.64,0.64,6385,12001,"+1,770",0.181233,14.18%,"15:17 ET"
SPY,440.51,Call,449.00,2023-11-22,9,0.78,0.79,0.77,572,1756,"+1,756",0.177486,11.93%,"15:00 ET"
SLV,20.45,Call,20.50,2023-11-17,4,0.23,0.24,0.23,2779,2865,"+1,752",0.476989,29.54%,"15:14 ET"
SPXS,14.54,Call,15.00,2023-11-17,4,0.11,0.12,0.12,4581,9245,"+1,740",0.271557,48.68%,"15:13 ET"
SQQQ,17.38,Put,17.50,2023-11-17,4,0.5,0.51,0.5,4291,4057,"+1,736",-0.543157,58.15%,"15:11 ET"
SOXL,20.14,Put,20.50,2023-11-17,4,0.94,0.97,0.95,543,1798,"+1,712",-0.574708,85.14%,"15:14 ET"
SPY,440.51,Put,435.00,2023-11-16,3,0.61,0.62,0.63,4518,3671,"+1,709",-0.176427,16.07%,"15:16 ET"
SQQQ,17.38,Call,18.00,2023-12-01,18,0.54,0.55,0.57,1299,4325,"+1,707",0.405048,52.03%,"15:03 ET"
SPY,440.51,Put,400.00,2024-02-16,95,2.75,2.76,2.8,1653,13812,"+1,697",-0.12471,19.11%,"15:00 ET"
QQQ,377.6,Put,375.00,2023-12-15,32,5.77,5.79,5.78,14772,36347,"+1,696",-0.405032,17.53%,"15:17 ET"
HYG,73.94,Put,74.00,2023-11-17,4,0.23,0.29,0.26,23462,92858,"+1,690",-0.522692,7.87%,"14:59 ET"
SPY,440.51,Call,450.00,2023-11-17,4,0.23,0.24,0.23,16401,41372,"+1,687",0.080295,13.76%,"15:16 ET"
QQQ,377.6,Call,375.00,2024-03-15,123,21.51,21.64,21.46,2264,8008,"+1,682",0.611549,19.02%,"15:03 ET"
